,Rating,Reviews,Ratings
461,4.1 out of 5,"I have been using 301 for some time and loving it. I wanted to buy another sound system for my other room, so I called up Obage customer care. Those guys really guide well. I was surprised to know that 101, despite being costlier than 301, has lesser sound output than 301. But the cost difference is due to sound quality, not sound quantity.
So i bought 101 as I wanted soothing sound for my room.

I used 101 for few days and reached the following conclusion :

301 is for those people who like loud music, boomy bass, crisp highs. The loudness of 301 is certainly more than 101. 301 is a very bright sound system in terms of sound.

101 is very clear and soothing. It has deeper bass than 301. I was amazed to see that 101 reaches down to 40Hz of bass which is phenomenal for this cost. Highs are very decent in 101. For long hours of listening, 101 is perfect. It takes a certain amount of time for ears to get adjusted to the sound of 101 as it is very melodious, and once the ears get accustomed to 101, it is addictive! The sound stage of 101 is very wide and detailed. I can listen to all instruments clearly on 101. But 101 is not at all loud.

Now, when I am in a mood of listening to classical, ghazals, soft music, English Rock, hip hop, I go to 101. Even songs of Arijit or latest bollywood movies, if I want to listen on less sound, I go to 101. It is best for peaceful listening.

I go to 301 when i want to listen to loud music, bollywood item numbers, or even disturb the neighbors sometimes hahaha. 301 really spices up the surrounding.

My verdict : 301 is spicy, 101 is sweet. I love them both!",4.1
462,3.7 out of 5," Pros . 1. Outstanding sound quality , gives feel of high end soundbars which costs 10 times more than this. 2. Built quality and finish is beyond expectations.3. very user friendly remote control.4. value for money , you can't get this quality of bass and treble both at this price even more price . Cons . Punch of base starts fading after 27 volume (total volume 50) though 20-25 is the volume you will listen max in your room.",3.7
463,3.7 out of 5," Pros . 1. Outstanding sound quality , gives feel of high end soundbars which costs 10 times more than this. 2. Built quality and finish is beyond expectations.3. very user friendly remote control.4. value for money , you can't get this quality of bass and treble both at this price even more price . Cons . Punch of base starts fading after 27 volume (total volume 50) though 20-25 is the volume you will listen max in your room.",3.7
464,3.7 out of 5,"Play Video
 Pros . 1. Outstanding sound quality , gives feel of high end soundbars which costs 10 times more than this. 2. Built quality and finish is beyond expectations.3. very user friendly remote control.4. value for money , you can't get this quality of bass and treble both at this price even more price . Cons . Punch of base starts fading after 27 volume (total volume 50) though 20-25 is the volume you will listen max in your room.",3.7
465,3.7 out of 5," Pros . 1. Outstanding sound quality , gives feel of high end soundbars which costs 10 times more than this. 2. Built quality and finish is beyond expectations.3. very user friendly remote control.4. value for money , you can't get this quality of bass and treble both at this price even more price . Cons . Punch of base starts fading after 27 volume (total volume 50) though 20-25 is the volume you will listen max in your room.",3.7
466,2 out of 5,Very good product..comes with proper packaging... having wireless mic. Easy to connect.. finish is really great. Sound is amazing. High bass performance. Really liked it..,2
467,2 out of 5,Very good product..comes with proper packaging... having wireless mic. Easy to connect.. finish is really great. Sound is amazing. High bass performance. Really liked it..,2
468,2 out of 5,Very good product..comes with proper packaging... having wireless mic. Easy to connect.. finish is really great. Sound is amazing. High bass performance. Really liked it..,2
469,2 out of 5,Very good product..comes with proper packaging... having wireless mic. Easy to connect.. finish is really great. Sound is amazing. High bass performance. Really liked it..,2
470,3.2 out of 5,It's not 7.1,3.2
471,3.2 out of 5,It's not 7.1,3.2
472,3.2 out of 5,It's not 7.1,3.2
473,3.2 out of 5,It's not 7.1,3.2
474,3.2 out of 5,"Sound quality of speakers is ok, it produces noise at higher volumes. I have checked the input impedance , it is near 37Watt , not 50W as mentioned. Remote , FM and LED lighting works great. There are ports available for two satellite speakers. Overall it is value for money.",3.2
475,3.2 out of 5,"Sound quality of speakers is ok, it produces noise at higher volumes. I have checked the input impedance , it is near 37Watt , not 50W as mentioned. Remote , FM and LED lighting works great. There are ports available for two satellite speakers. Overall it is value for money.",3.2
476,3.2 out of 5,"Sound quality of speakers is ok, it produces noise at higher volumes. I have checked the input impedance , it is near 37Watt , not 50W as mentioned. Remote , FM and LED lighting works great. There are ports available for two satellite speakers. Overall it is value for money.",3.2
477,3.2 out of 5,"Sound quality of speakers is ok, it produces noise at higher volumes. I have checked the input impedance , it is near 37Watt , not 50W as mentioned. Remote , FM and LED lighting works great. There are ports available for two satellite speakers. Overall it is value for money.",3.2
478,3.9 out of 5,It is very very bad product. I am very disappointed after purchase it. After purchase I use only 14days and it is stop working. After register complain both side Amazon & Philips customer care but still today above passed 2 month my problem not solved yet. They still arranging part which is faulty but not get it yet. Worst product & services. I am not not getting repair product or replacement after many time request to customer care. I suggest every one please Don't purchase.,3.9
479,3.9 out of 5,It is very very bad product. I am very disappointed after purchase it. After purchase I use only 14days and it is stop working. After register complain both side Amazon & Philips customer care but still today above passed 2 month my problem not solved yet. They still arranging part which is faulty but not get it yet. Worst product & services. I am not not getting repair product or replacement after many time request to customer care. I suggest every one please Don't purchase.,3.9
480,3.9 out of 5,It is very very bad product. I am very disappointed after purchase it. After purchase I use only 14days and it is stop working. After register complain both side Amazon & Philips customer care but still today above passed 2 month my problem not solved yet. They still arranging part which is faulty but not get it yet. Worst product & services. I am not not getting repair product or replacement after many time request to customer care. I suggest every one please Don't purchase.,3.9
481,3.9 out of 5,It is very very bad product. I am very disappointed after purchase it. After purchase I use only 14days and it is stop working. After register complain both side Amazon & Philips customer care but still today above passed 2 month my problem not solved yet. They still arranging part which is faulty but not get it yet. Worst product & services. I am not not getting repair product or replacement after many time request to customer care. I suggest every one please Don't purchase.,3.9
482,4.2 out of 5,Best thing is bass... sound is ok ok with instruments but lyrics are good. If compony can do some changes with the lower area on which speaker is standing it will be better! As they are using low quality rubber which imbalance the speaker so i have to use a wooden stand! But It is a worth speaker must busy! ❤️👍🏻,4.2
483,4.2 out of 5,Best thing is bass... sound is ok ok with instruments but lyrics are good. If compony can do some changes with the lower area on which speaker is standing it will be better! As they are using low quality rubber which imbalance the speaker so i have to use a wooden stand! But It is a worth speaker must busy! ❤️👍🏻,4.2
484,4.2 out of 5,Best thing is bass... sound is ok ok with instruments but lyrics are good. If compony can do some changes with the lower area on which speaker is standing it will be better! As they are using low quality rubber which imbalance the speaker so i have to use a wooden stand! But It is a worth speaker must busy! ❤️👍🏻,4.2
485,4.2 out of 5,Best thing is bass... sound is ok ok with instruments but lyrics are good. If compony can do some changes with the lower area on which speaker is standing it will be better! As they are using low quality rubber which imbalance the speaker so i have to use a wooden stand! But It is a worth speaker must busy! ❤️👍🏻,4.2
486,4.1 out of 5," I bought it at ₹3499 - I think it's a great deal with amazon. My own review for F&D F550X - Built Quality or Design- 9/10 Sound Clarity- 8/10, Bass & Treble- 8/10 - Really Sound Is Very Loud..NFC & Bluetooth Worked Perfectly.. But One Con Is The Satellite Speaker's Wire Is Not Soo Long But No Problem 😊 I'm 100% Satisfied.. Today I received this product & Thank you 😊 soooo....much Amazon.in",4.1
487,4.1 out of 5," I bought it at ₹3499 - I think it's a great deal with amazon. My own review for F&D F550X - Built Quality or Design- 9/10 Sound Clarity- 8/10, Bass & Treble- 8/10 - Really Sound Is Very Loud..NFC & Bluetooth Worked Perfectly.. But One Con Is The Satellite Speaker's Wire Is Not Soo Long But No Problem 😊 I'm 100% Satisfied.. Today I received this product & Thank you 😊 soooo....much Amazon.in",4.1
488,4.1 out of 5,"Play Video
 I bought it at ₹3499 - I think it's a great deal with amazon. My own review for F&D F550X - Built Quality or Design- 9/10 Sound Clarity- 8/10, Bass & Treble- 8/10 - Really Sound Is Very Loud..NFC & Bluetooth Worked Perfectly.. But One Con Is The Satellite Speaker's Wire Is Not Soo Long But No Problem 😊 I'm 100% Satisfied.. Today I received this product & Thank you 😊 soooo....much Amazon.in",4.1
489,4.1 out of 5," I bought it at ₹3499 - I think it's a great deal with amazon. My own review for F&D F550X - Built Quality or Design- 9/10 Sound Clarity- 8/10, Bass & Treble- 8/10 - Really Sound Is Very Loud..NFC & Bluetooth Worked Perfectly.. But One Con Is The Satellite Speaker's Wire Is Not Soo Long But No Problem 😊 I'm 100% Satisfied.. Today I received this product & Thank you 😊 soooo....much Amazon.in",4.1
490,3.5 out of 5,"Sound ok depends on amplifier
Bass have to adjust
Bought for creative t6300 5.1",3.5
491,3.5 out of 5,"Sound ok depends on amplifier
Bass have to adjust
Bought for creative t6300 5.1",3.5
492,3.5 out of 5,"Sound ok depends on amplifier
Bass have to adjust
Bought for creative t6300 5.1",3.5
493,3.5 out of 5,"Sound ok depends on amplifier
Bass have to adjust
Bought for creative t6300 5.1",3.5
494,3.4 out of 5,"I ordered it as i thought its speaker size is small because i need to hang on ceiling beam whose space is small but its speaker size is big as per my requirements, sound quality average, its best deal but its of no use for me so i want to return this product, i have tried to contact customer care many times but nobody responded well, its box packed KINDLY RETURN it, you can refund in my Amazon pay account, I'll purchase something else in place of this product. KINDLY CONSIDER",3.4
495,3.4 out of 5,"I ordered it as i thought its speaker size is small because i need to hang on ceiling beam whose space is small but its speaker size is big as per my requirements, sound quality average, its best deal but its of no use for me so i want to return this product, i have tried to contact customer care many times but nobody responded well, its box packed KINDLY RETURN it, you can refund in my Amazon pay account, I'll purchase something else in place of this product. KINDLY CONSIDER",3.4
496,3.4 out of 5,"I ordered it as i thought its speaker size is small because i need to hang on ceiling beam whose space is small but its speaker size is big as per my requirements, sound quality average, its best deal but its of no use for me so i want to return this product, i have tried to contact customer care many times but nobody responded well, its box packed KINDLY RETURN it, you can refund in my Amazon pay account, I'll purchase something else in place of this product. KINDLY CONSIDER",3.4
497,3.4 out of 5,"I ordered it as i thought its speaker size is small because i need to hang on ceiling beam whose space is small but its speaker size is big as per my requirements, sound quality average, its best deal but its of no use for me so i want to return this product, i have tried to contact customer care many times but nobody responded well, its box packed KINDLY RETURN it, you can refund in my Amazon pay account, I'll purchase something else in place of this product. KINDLY CONSIDER",3.4
498,2.9 out of 5,Good,2.9
499,2.9 out of 5,Good,2.9
500,2.9 out of 5,Good,2.9
501,2.9 out of 5,Good,2.9
502,4 out of 5,Brother's if ur a music lover.... And u want to buy something to make ur heart thump this is it........ Made in India.... Wow such great tower speaker INDIAN BRAND such clear music and heart throbin bass...... No a single beat distraction and pure music...... I really recommend this speaker.... Just find a beautiful place for this beautiful speaker in ur home and u will go mad by its astonishing bass........ Love u OBAGE.,4
503,4 out of 5,Brother's if ur a music lover.... And u want to buy something to make ur heart thump this is it........ Made in India.... Wow such great tower speaker INDIAN BRAND such clear music and heart throbin bass...... No a single beat distraction and pure music...... I really recommend this speaker.... Just find a beautiful place for this beautiful speaker in ur home and u will go mad by its astonishing bass........ Love u OBAGE.,4
504,4 out of 5,Brother's if ur a music lover.... And u want to buy something to make ur heart thump this is it........ Made in India.... Wow such great tower speaker INDIAN BRAND such clear music and heart throbin bass...... No a single beat distraction and pure music...... I really recommend this speaker.... Just find a beautiful place for this beautiful speaker in ur home and u will go mad by its astonishing bass........ Love u OBAGE.,4
505,4 out of 5,Brother's if ur a music lover.... And u want to buy something to make ur heart thump this is it........ Made in India.... Wow such great tower speaker INDIAN BRAND such clear music and heart throbin bass...... No a single beat distraction and pure music...... I really recommend this speaker.... Just find a beautiful place for this beautiful speaker in ur home and u will go mad by its astonishing bass........ Love u OBAGE.,4
506,3.8 out of 5,"When the package arrived ,honestly I was disappointed with the sound.I conected with blue tooth option for my smart LED TV it was like just to hear I had to put ON the full volume & I was considering a return.Then I thought about all the reviews here and on youtube,I decided to go with another shot and buy a RCA to 3.5 mm and after the connection I realized the true potential of the BEAST (I mean it). For all who listening it on bluetooth you are not even getting half the sound.Try on a RCA-3.5MM you will see the difference.Doesn't even flutter on Full volume.Comming back to the sound quality it's simple awesome words can never define sound BUT you can't go wrong with this product.",3.8
507,3.8 out of 5,"When the package arrived ,honestly I was disappointed with the sound.I conected with blue tooth option for my smart LED TV it was like just to hear I had to put ON the full volume & I was considering a return.Then I thought about all the reviews here and on youtube,I decided to go with another shot and buy a RCA to 3.5 mm and after the connection I realized the true potential of the BEAST (I mean it). For all who listening it on bluetooth you are not even getting half the sound.Try on a RCA-3.5MM you will see the difference.Doesn't even flutter on Full volume.Comming back to the sound quality it's simple awesome words can never define sound BUT you can't go wrong with this product.",3.8
508,3.8 out of 5,"When the package arrived ,honestly I was disappointed with the sound.I conected with blue tooth option for my smart LED TV it was like just to hear I had to put ON the full volume & I was considering a return.Then I thought about all the reviews here and on youtube,I decided to go with another shot and buy a RCA to 3.5 mm and after the connection I realized the true potential of the BEAST (I mean it). For all who listening it on bluetooth you are not even getting half the sound.Try on a RCA-3.5MM you will see the difference.Doesn't even flutter on Full volume.Comming back to the sound quality it's simple awesome words can never define sound BUT you can't go wrong with this product.",3.8
509,3.8 out of 5,"When the package arrived ,honestly I was disappointed with the sound.I conected with blue tooth option for my smart LED TV it was like just to hear I had to put ON the full volume & I was considering a return.Then I thought about all the reviews here and on youtube,I decided to go with another shot and buy a RCA to 3.5 mm and after the connection I realized the true potential of the BEAST (I mean it). For all who listening it on bluetooth you are not even getting half the sound.Try on a RCA-3.5MM you will see the difference.Doesn't even flutter on Full volume.Comming back to the sound quality it's simple awesome words can never define sound BUT you can't go wrong with this product.",3.8
510,4.3 out of 5," Very good quality of sound 🎤
Seller is a good assistance for this product great help",4.3
511,4.3 out of 5," Very good quality of sound 🎤
Seller is a good assistance for this product great help",4.3
512,4.3 out of 5,"Play Video
 Very good quality of sound 🎤
Seller is a good assistance for this product great help",4.3
513,4.3 out of 5," Very good quality of sound 🎤
Seller is a good assistance for this product great help",4.3
514,5 out of 5," Great product with this price range
U would not get better",5
515,5 out of 5," Great product with this price range
U would not get better",5
516,5 out of 5,"Play Video
 Great product with this price range
U would not get better",5
517,5 out of 5,During Bluetooth connectivity sound coming very low Bluetooth connectivity sound quality not good,5
518,3 out of 5,During Bluetooth connectivity sound coming very low Bluetooth connectivity sound quality not good,3
519,3 out of 5,During Bluetooth connectivity sound coming very low Bluetooth connectivity sound quality not good,3
520,3 out of 5,During Bluetooth connectivity sound coming very low Bluetooth connectivity sound quality not good,3
521,3 out of 5,Worst product dont buy this product. I seller also not responding.,3
522,3.9 out of 5,Worst product dont buy this product. I seller also not responding.,3.9
523,3.9 out of 5,Worst product dont buy this product. I seller also not responding.,3.9
524,3.9 out of 5,Worst product dont buy this product. I seller also not responding.,3.9
525,3.9 out of 5,"I purchased many products through Amazon which fulfilled my expectations but for this product i.e. Impex, I did not found any SD, MMC slot there. as it is shown in its ad.",3.9
526,3 out of 5,"I purchased many products through Amazon which fulfilled my expectations but for this product i.e. Impex, I did not found any SD, MMC slot there. as it is shown in its ad.",3
527,3 out of 5,"I purchased many products through Amazon which fulfilled my expectations but for this product i.e. Impex, I did not found any SD, MMC slot there. as it is shown in its ad.",3
528,3 out of 5,"I purchased many products through Amazon which fulfilled my expectations but for this product i.e. Impex, I did not found any SD, MMC slot there. as it is shown in its ad.",3
529,3.2 out of 5,"Hi, Today Got this product find amazing Product quality, Sounds Good also Ultimate performance at this price.
Tronica tango is amazing Product Ever I this also better performance than other brands.also I have checked the Other Product of this brand that's also best in Quality.
Thanks.For this product at this price.",3.2
530,3.2 out of 5,"Hi, Today Got this product find amazing Product quality, Sounds Good also Ultimate performance at this price.
Tronica tango is amazing Product Ever I this also better performance than other brands.also I have checked the Other Product of this brand that's also best in Quality.
Thanks.For this product at this price.",3.2
531,3.2 out of 5,"Hi, Today Got this product find amazing Product quality, Sounds Good also Ultimate performance at this price.
Tronica tango is amazing Product Ever I this also better performance than other brands.also I have checked the Other Product of this brand that's also best in Quality.
Thanks.For this product at this price.",3.2
532,3.2 out of 5,"Hi, Today Got this product find amazing Product quality, Sounds Good also Ultimate performance at this price.
Tronica tango is amazing Product Ever I this also better performance than other brands.also I have checked the Other Product of this brand that's also best in Quality.
Thanks.For this product at this price.",3.2
533,4.3 out of 5,Sound quality is good,4.3
534,4.3 out of 5,Sound quality is good,4.3
535,4.3 out of 5,Sound quality is good,4.3
536,4.3 out of 5,Sound quality is good,4.3
537,4.2 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",4.2
538,4.2 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",4.2
539,4.2 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",4.2
540,4.2 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",4.2
541,3.7 out of 5,Sound quality is good,3.7
542,3.7 out of 5,Sound quality is good,3.7
543,3.7 out of 5,Sound quality is good,3.7
544,3.7 out of 5,Sound quality is good,3.7
545,4.1 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",4.1
546,4.1 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",4.1
547,4.1 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",4.1
548,3.6 out of 5,"Music system is nice specially voice clarity with minimum space, but the problem i facing that every time I have start the system volume starts with high volume with top of the volume speed. Please review and help if you can.",3.6
549,3.6 out of 5,Sound quality very bad,3.6
550,3.6 out of 5,Sound quality very bad,3.6
551,3.6 out of 5,Sound quality very bad,3.6
552,3.6 out of 5,Sound quality very bad,3.6
553,3.6 out of 5,"Light weight but look and feel is too delicate and fragile, cheap.
FM radio bands less than 100 don't t work.
No built-in mic.",3.6
554,3.6 out of 5,"Light weight but look and feel is too delicate and fragile, cheap.
FM radio bands less than 100 don't t work.
No built-in mic.",3.6
555,3.6 out of 5,"Light weight but look and feel is too delicate and fragile, cheap.
FM radio bands less than 100 don't t work.
No built-in mic.",3.6
556,3.8 out of 5,"Light weight but look and feel is too delicate and fragile, cheap.
FM radio bands less than 100 don't t work.
No built-in mic.",3.8
557,3.8 out of 5,"It is very good product in this price.
Look is decent.
It will never disappoint you.
Bass 5/5
Sound 5/5
Bluetooth 5/5 range 10 to 13
Buy it if your range is 3k.
don't go for 4k or 5k Homes theaters because if you purchase between 4k to 5k you will feel adding additional 1k or 2k you can take more better then it like sony.",3.8
558,3.8 out of 5,"It is very good product in this price.
Look is decent.
It will never disappoint you.
Bass 5/5
Sound 5/5
Bluetooth 5/5 range 10 to 13
Buy it if your range is 3k.
don't go for 4k or 5k Homes theaters because if you purchase between 4k to 5k you will feel adding additional 1k or 2k you can take more better then it like sony.",3.8
559,3.8 out of 5,"It is very good product in this price.
Look is decent.
It will never disappoint you.
Bass 5/5
Sound 5/5
Bluetooth 5/5 range 10 to 13
Buy it if your range is 3k.
don't go for 4k or 5k Homes theaters because if you purchase between 4k to 5k you will feel adding additional 1k or 2k you can take more better then it like sony.",3.8
560,3.9 out of 5,"It is very good product in this price.
Look is decent.
It will never disappoint you.
Bass 5/5
Sound 5/5
Bluetooth 5/5 range 10 to 13
Buy it if your range is 3k.
don't go for 4k or 5k Homes theaters because if you purchase between 4k to 5k you will feel adding additional 1k or 2k you can take more better then it like sony.",3.9
561,3.9 out of 5,I had placed order for Blaupunkt SBW 100 soundbar with woofer . The same was delivered by Amazon. Upon installation I noticed that the remote controller was not working. I had raised a complaint with Blaupunkt and Ms.Chitra from customer service called me and informed me that a new remote will be shipped to me . I appreciate the initiative of Ms. Chitra to contact me on a holiday and provide service to my satisfaction.,3.9
562,3.9 out of 5,I had placed order for Blaupunkt SBW 100 soundbar with woofer . The same was delivered by Amazon. Upon installation I noticed that the remote controller was not working. I had raised a complaint with Blaupunkt and Ms.Chitra from customer service called me and informed me that a new remote will be shipped to me . I appreciate the initiative of Ms. Chitra to contact me on a holiday and provide service to my satisfaction.,3.9
563,3.9 out of 5,I had placed order for Blaupunkt SBW 100 soundbar with woofer . The same was delivered by Amazon. Upon installation I noticed that the remote controller was not working. I had raised a complaint with Blaupunkt and Ms.Chitra from customer service called me and informed me that a new remote will be shipped to me . I appreciate the initiative of Ms. Chitra to contact me on a holiday and provide service to my satisfaction.,3.9
564,3.1 out of 5,I had placed order for Blaupunkt SBW 100 soundbar with woofer . The same was delivered by Amazon. Upon installation I noticed that the remote controller was not working. I had raised a complaint with Blaupunkt and Ms.Chitra from customer service called me and informed me that a new remote will be shipped to me . I appreciate the initiative of Ms. Chitra to contact me on a holiday and provide service to my satisfaction.,3.1
565,3.1 out of 5," Very good quality of sound 🎤
Seller is a good assistance for this product great help",3.1
566,3.1 out of 5," Very good quality of sound 🎤
Seller is a good assistance for this product great help",3.1
567,3.1 out of 5,"Play Video
 Very good quality of sound 🎤
Seller is a good assistance for this product great help",3.1
568,3.5 out of 5," Very good quality of sound 🎤
Seller is a good assistance for this product great help",3.5
569,3.5 out of 5,Will get your job done...More than enough for home PCs,3.5
570,3.5 out of 5,Will get your job done...More than enough for home PCs,3.5
571,3.5 out of 5,Will get your job done...More than enough for home PCs,3.5
572,3.1 out of 5,Will get your job done...More than enough for home PCs,3.1
573,3.1 out of 5,Good Product,3.1
574,3.1 out of 5,Good Product,3.1
575,3.1 out of 5,Good Product,3.1
576,3.5 out of 5,Good Product,3.5
577,3.5 out of 5,My product is not working after 1 month plz help with replacement,3.5
578,3.5 out of 5,My product is not working after 1 month plz help with replacement,3.5
579,3.5 out of 5,My product is not working after 1 month plz help with replacement,3.5
580,3.4 out of 5,My product is not working after 1 month plz help with replacement,3.4
581,3.4 out of 5,"I bought this boat Aavante Soundbar on 6th of August. I received the product on 7th, so the delivery was good.

The packaging of the product was also good.
-Coming to the product, we get a Soundbar, a wirless sub woofer, both powered individually.

-The box contains a remote, a 3.5 mm audio cable and some screws for wall mount.

-Build quality:

The product is well built. The subwoofer is of good quality wood. On first inspection, I found the grill to be a little filmsy in the front of the soudbar. So overall I would rate it 4/5.

-Sound quality:
The sound quality on this soundbar is really good. It has good highs with decent mids as well.
-The bass on the sub woofer is also good. But it lacks some strong kick to the bass.

-Connectivity: The best part of this soundbar is connectivity. It has all the ports that are needed for a soundbar. I tested with 3.5 mm audio jack and Bluetooth and both worked flawlessly.

I bought this at the price of ₹5400 including HDFC cards discount. So at this price it is a steal deal. I would update this review over time.",3.4
582,3.4 out of 5,"I bought this boat Aavante Soundbar on 6th of August. I received the product on 7th, so the delivery was good.

The packaging of the product was also good.
-Coming to the product, we get a Soundbar, a wirless sub woofer, both powered individually.

-The box contains a remote, a 3.5 mm audio cable and some screws for wall mount.

-Build quality:

The product is well built. The subwoofer is of good quality wood. On first inspection, I found the grill to be a little filmsy in the front of the soudbar. So overall I would rate it 4/5.

-Sound quality:
The sound quality on this soundbar is really good. It has good highs with decent mids as well.
-The bass on the sub woofer is also good. But it lacks some strong kick to the bass.

-Connectivity: The best part of this soundbar is connectivity. It has all the ports that are needed for a soundbar. I tested with 3.5 mm audio jack and Bluetooth and both worked flawlessly.

I bought this at the price of ₹5400 including HDFC cards discount. So at this price it is a steal deal. I would update this review over time.",3.4
583,3.4 out of 5,"I bought this boat Aavante Soundbar on 6th of August. I received the product on 7th, so the delivery was good.

The packaging of the product was also good.
-Coming to the product, we get a Soundbar, a wirless sub woofer, both powered individually.

-The box contains a remote, a 3.5 mm audio cable and some screws for wall mount.

-Build quality:

The product is well built. The subwoofer is of good quality wood. On first inspection, I found the grill to be a little filmsy in the front of the soudbar. So overall I would rate it 4/5.

-Sound quality:
The sound quality on this soundbar is really good. It has good highs with decent mids as well.
-The bass on the sub woofer is also good. But it lacks some strong kick to the bass.

-Connectivity: The best part of this soundbar is connectivity. It has all the ports that are needed for a soundbar. I tested with 3.5 mm audio jack and Bluetooth and both worked flawlessly.

I bought this at the price of ₹5400 including HDFC cards discount. So at this price it is a steal deal. I would update this review over time.",3.4
584,3.8 out of 5,"I bought this boat Aavante Soundbar on 6th of August. I received the product on 7th, so the delivery was good.

The packaging of the product was also good.
-Coming to the product, we get a Soundbar, a wirless sub woofer, both powered individually.

-The box contains a remote, a 3.5 mm audio cable and some screws for wall mount.

-Build quality:

The product is well built. The subwoofer is of good quality wood. On first inspection, I found the grill to be a little filmsy in the front of the soudbar. So overall I would rate it 4/5.

-Sound quality:
The sound quality on this soundbar is really good. It has good highs with decent mids as well.
-The bass on the sub woofer is also good. But it lacks some strong kick to the bass.

-Connectivity: The best part of this soundbar is connectivity. It has all the ports that are needed for a soundbar. I tested with 3.5 mm audio jack and Bluetooth and both worked flawlessly.

I bought this at the price of ₹5400 including HDFC cards discount. So at this price it is a steal deal. I would update this review over time.",3.8
585,3.8 out of 5,This set of speakers are not suitable for music lovers . It pretty much drowns mid and high frequency rendering it just speakers for voice. Just boosting bass is not prefered by music lovers who love high frequency instruments. Overall its just a low quality speakers priced very high!,3.8
586,3.8 out of 5,This set of speakers are not suitable for music lovers . It pretty much drowns mid and high frequency rendering it just speakers for voice. Just boosting bass is not prefered by music lovers who love high frequency instruments. Overall its just a low quality speakers priced very high!,3.8
587,3.8 out of 5,This set of speakers are not suitable for music lovers . It pretty much drowns mid and high frequency rendering it just speakers for voice. Just boosting bass is not prefered by music lovers who love high frequency instruments. Overall its just a low quality speakers priced very high!,3.8
588,3.8 out of 5,This set of speakers are not suitable for music lovers . It pretty much drowns mid and high frequency rendering it just speakers for voice. Just boosting bass is not prefered by music lovers who love high frequency instruments. Overall its just a low quality speakers priced very high!,3.8
589,3.8 out of 5,Over sound damage speeker,3.8
590,3.8 out of 5,Over sound damage speeker,3.8
591,3.8 out of 5,Over sound damage speeker,3.8
592,4 out of 5,Over sound damage speeker,4
593,4 out of 5,"1.super clarity
2.super base
3.comparing other obage speakers loudness more in this.
4.in other speakers when sound low bass gone but in this when sound low bass maintain it's heavyness even in low sound
5.when you hear long in other speakers your ear get pain but in this no problem for long hours.
6. Watching movie is super because in other speakers bass get over vocals and mid but in this bass doesn't collide with vocals and mid .
7.hearing new instruments in song
8.this can easily beat speakers worth of 10000 to 50000 range.
9.no Dolby ,no surround,no HDMI but get pure music like Bose ,Sony jbl etc
10.cheap price but heavy speakers.
Buy this by closing eyes and hear music with closed eyes you will like it.
Buy this speakers before covid ends the world.",4
594,4 out of 5,"1.super clarity
2.super base
3.comparing other obage speakers loudness more in this.
4.in other speakers when sound low bass gone but in this when sound low bass maintain it's heavyness even in low sound
5.when you hear long in other speakers your ear get pain but in this no problem for long hours.
6. Watching movie is super because in other speakers bass get over vocals and mid but in this bass doesn't collide with vocals and mid .
7.hearing new instruments in song
8.this can easily beat speakers worth of 10000 to 50000 range.
9.no Dolby ,no surround,no HDMI but get pure music like Bose ,Sony jbl etc
10.cheap price but heavy speakers.
Buy this by closing eyes and hear music with closed eyes you will like it.
Buy this speakers before covid ends the world.",4
595,4 out of 5,"1.super clarity
2.super base
3.comparing other obage speakers loudness more in this.
4.in other speakers when sound low bass gone but in this when sound low bass maintain it's heavyness even in low sound
5.when you hear long in other speakers your ear get pain but in this no problem for long hours.
6. Watching movie is super because in other speakers bass get over vocals and mid but in this bass doesn't collide with vocals and mid .
7.hearing new instruments in song
8.this can easily beat speakers worth of 10000 to 50000 range.
9.no Dolby ,no surround,no HDMI but get pure music like Bose ,Sony jbl etc
10.cheap price but heavy speakers.
Buy this by closing eyes and hear music with closed eyes you will like it.
Buy this speakers before covid ends the world.",4
596,3.7 out of 5,"1.super clarity
2.super base
3.comparing other obage speakers loudness more in this.
4.in other speakers when sound low bass gone but in this when sound low bass maintain it's heavyness even in low sound
5.when you hear long in other speakers your ear get pain but in this no problem for long hours.
6. Watching movie is super because in other speakers bass get over vocals and mid but in this bass doesn't collide with vocals and mid .
7.hearing new instruments in song
8.this can easily beat speakers worth of 10000 to 50000 range.
9.no Dolby ,no surround,no HDMI but get pure music like Bose ,Sony jbl etc
10.cheap price but heavy speakers.
Buy this by closing eyes and hear music with closed eyes you will like it.
Buy this speakers before covid ends the world.",3.7
597,3.7 out of 5,"Dear system is getting hang every time , its waste of money.",3.7
